"rows";"cols";"tiles";"n_tiles"
"25";"37";"[[1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [6, 1], [6, 1], [6, 1], [9, 1], [9, 1], [10, 1], [37, 1], [37, 1], [6, 3], [6, 4], [31, 5], [9, 7], [10, 8], [15, 8], [37, 9]]";"20"
"35";"21";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [6, 1], [8, 1], [9, 1], [10, 1], [10, 1], [10, 1], [24, 1], [24, 1], [34, 2], [9, 3], [34, 3], [10, 4], [34, 4], [25, 10]]";"20"
"30";"34";"[[1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [6, 1], [10, 1], [10, 1], [11, 1], [14, 1], [16, 1], [14, 2], [8, 4], [15, 4], [20, 5], [9, 8], [16, 9], [16, 9], [20, 9], [15, 12]]";"20"
"17";"23";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [5, 1], [8, 1], [13, 1], [14, 1], [16, 1], [16, 1], [16, 1], [13, 2], [14, 5], [16, 6], [14, 7]]";"20"
"32";"33";"[[3, 1], [4, 1], [5, 1], [8, 1], [16, 1], [5, 2], [5, 2], [16, 2], [16, 2], [4, 3], [16, 3], [6, 4], [8, 4], [8, 4], [8, 4], [9, 4], [16, 6], [16, 11], [16, 13], [16, 15]]";"20"
"28";"20";"[[1, 1], [1, 1], [1, 1], [1, 1], [4, 1], [5, 1], [11, 1], [12, 1], [12, 1], [16, 1], [16, 1], [4, 2], [6, 2], [6, 2], [6, 2], [12, 4], [16, 4], [19, 5], [16, 6], [19, 7]]";"20"
"27";"14";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [6, 1], [8, 1], [8, 1], [10, 1], [11, 1], [2, 2], [4, 2], [9, 3], [14, 3], [14, 4], [14, 4], [16, 8]]";"20"
"32";"24";"[[1, 1], [4, 1], [10, 1], [10, 1], [10, 1], [11, 1], [11, 1], [16, 1], [16, 1], [16, 1], [16, 1], [16, 1], [16, 1], [10, 2], [16, 2], [6, 5], [11, 6], [16, 7], [11, 9], [16, 16]]";"20"
"36";"19";"[[2, 1], [2, 1], [4, 1], [6, 1], [6, 1], [13, 1], [19, 1], [25, 1], [25, 1], [35, 1], [4, 2], [4, 2], [5, 2], [13, 3], [25, 3], [35, 3], [5, 4], [10, 4], [11, 4], [33, 6]]";"20"
"36";"39";"[[1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [5, 1], [16, 1], [17, 1], [2, 2], [25, 2], [5, 4], [8, 4], [20, 4], [24, 4], [25, 4], [35, 4], [11, 5], [35, 6], [20, 11], [25, 14]]";"20"
"12";"31";"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [5, 1], [7, 1], [7, 1], [10, 1], [15, 1], [3, 2], [4, 2], [4, 2], [13, 2], [25, 2], [4, 3], [21, 3], [4, 4], [31, 4]]";"20"
"12";"26";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [7, 1], [12, 1], [19, 1], [3, 2], [3, 2], [6, 2], [15, 2], [9, 3], [17, 3], [12, 5], [10, 6]]";"20"
"34";"36";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [4, 1], [5, 1], [7, 1], [9, 1], [9, 1], [10, 1], [10, 1], [15, 1], [16, 1], [17, 1], [4, 4], [8, 4], [24, 4], [36, 27]]";"20"
"18";"25";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [5, 1], [16, 1], [24, 1], [24, 1], [3, 2], [6, 2], [14, 2], [4, 3], [16, 6], [16, 13]]";"20"
"31";"18";"[[1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [9, 1], [10, 1], [15, 1], [16, 1], [16, 1], [4, 2], [16, 2], [16, 2], [7, 3], [5, 4], [7, 4], [11, 4], [14, 5], [9, 6], [17, 10]]";"20"
"31";"29";"[[2, 1], [4, 1], [5, 1], [11, 1], [11, 1], [16, 1], [16, 1], [16, 1], [2, 2], [3, 2], [6, 2], [5, 3], [7, 3], [6, 4], [16, 5], [9, 6], [13, 6], [16, 7], [28, 9], [16, 10]]";"20"
"15";"12";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [6, 1], [3, 2], [4, 2], [10, 3], [9, 5], [9, 7]]";"20"
"34";"17";"[[1, 1], [2, 1], [2, 1], [4, 1], [5, 1], [8, 1], [8, 1], [8, 1], [10, 1], [17, 1], [18, 1], [20, 1], [25, 1], [4, 2], [8, 2], [9, 2], [5, 4], [8, 5], [20, 5], [31, 8]]";"20"
"15";"24";"[[1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [10, 1], [20, 1], [4, 2], [6, 2], [3, 3], [6, 3], [5, 4], [8, 4], [15, 4], [22, 4], [10, 6]]";"20"
"25";"38";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [5, 1], [8, 1], [11, 1], [2, 2], [2, 2], [3, 2], [9, 2], [11, 2], [38, 9], [16, 10], [22, 16]]";"20"
"38";"10";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [6, 1], [7, 1], [24, 1], [24, 1], [24, 1], [24, 1], [2, 2], [35, 2], [7, 3], [4, 4], [13, 4], [24, 4]]";"20"
"10";"28";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [18, 1], [18, 1], [22, 1], [6, 2], [18, 2], [18, 2], [6, 3], [22, 3], [10, 4]]";"20"
"37";"12";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [10, 1], [12, 1], [16, 1], [16, 1], [24, 1], [26, 1], [33, 1], [36, 1], [36, 1], [36, 2], [36, 4]]";"20"
"18";"23";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [3, 1], [5, 1], [8, 1], [8, 1], [14, 1], [14, 1], [16, 1], [16, 1], [12, 2], [6, 4], [12, 4], [16, 14]]";"20"
"10";"24";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [6, 1], [15, 1], [20, 1], [23, 1], [24, 1], [24, 2], [6, 4], [13, 4]]";"20"
"19";"36";"[[3, 1], [4, 1], [5, 1], [6, 1], [12, 1], [31, 1], [3, 2], [6, 2], [6, 2], [7, 2], [16, 2], [16, 2], [24, 2], [7, 3], [10, 3], [16, 3], [6, 5], [18, 5], [14, 8], [17, 8]]";"20"
"18";"31";"[[1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [5, 1], [5, 1], [5, 1], [8, 1], [16, 1], [7, 2], [8, 2], [16, 2], [20, 2], [5, 4], [8, 4], [12, 5], [14, 5], [10, 8], [16, 9]]";"20"
"19";"23";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [7, 1], [9, 1], [2, 2], [2, 2], [14, 3], [22, 3], [21, 4], [9, 5], [17, 9]]";"20"
"36";"29";"[[1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [4, 1], [4, 1], [6, 1], [9, 1], [10, 1], [10, 1], [10, 1], [10, 1], [17, 1], [18, 1], [22, 1], [12, 6], [27, 10], [28, 11], [22, 12]]";"20"
"12";"32";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [10, 1], [22, 1], [5, 2], [28, 2], [4, 3], [6, 3], [7, 3], [9, 3], [10, 3], [22, 4], [15, 5]]";"20"
"22";"18";"[[1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 1], [6, 1], [6, 1], [11, 1], [2, 2], [4, 2], [4, 2], [4, 3], [7, 4], [7, 5], [7, 6], [11, 6], [7, 7], [11, 9]]";"20"
"23";"22";"[[2, 1], [3, 1], [4, 1], [7, 1], [7, 1], [7, 1], [14, 1], [16, 1], [2, 2], [2, 2], [3, 2], [4, 2], [3, 3], [6, 3], [7, 3], [9, 3], [9, 4], [14, 4], [20, 7], [13, 9]]";"20"
"31";"38";"[[1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [6, 1], [8, 1], [8, 1], [10, 1], [5, 2], [7, 2], [9, 2], [9, 2], [8, 5], [8, 6], [9, 6], [28, 6], [22, 9], [15, 10], [26, 16]]";"20"
"32";"12";"[[1, 1], [2, 1], [5, 1], [5, 1], [9, 1], [10, 1], [10, 1], [10, 1], [10, 1], [11, 1], [11, 1], [14, 1], [16, 1], [16, 1], [7, 2], [10, 2], [14, 2], [16, 2], [14, 5], [10, 9]]";"20"
"27";"38";"[[1, 1], [2, 1], [6, 1], [7, 1], [7, 1], [11, 1], [11, 1], [31, 1], [31, 1], [31, 1], [6, 2], [8, 2], [31, 2], [14, 4], [16, 4], [14, 7], [16, 7], [9, 8], [11, 10], [26, 11]]";"20"
"17";"38";"[[1, 1], [1, 1], [1, 1], [4, 1], [4, 1], [4, 1], [4, 1], [7, 1], [7, 1], [9, 1], [10, 1], [10, 1], [11, 1], [14, 1], [4, 2], [4, 2], [4, 3], [11, 3], [11, 6], [27, 16]]";"20"
"20";"11";"[[1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [16, 1], [16, 1], [16, 1], [3, 2], [3, 2], [4, 2], [6, 2], [16, 2], [6, 3], [6, 4], [7, 6]]";"20"
"13";"38";"[[1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [12, 1], [14, 1], [16, 1], [21, 1], [22, 1], [23, 1], [3, 2], [3, 3], [6, 4], [6, 4], [9, 4], [22, 4], [9, 6], [21, 6]]";"20"
"39";"14";"[[1, 1], [1, 1], [1, 1], [1, 1], [5, 1], [6, 1], [7, 1], [12, 1], [16, 1], [38, 1], [38, 1], [38, 1], [38, 1], [2, 2], [18, 2], [5, 4], [8, 4], [11, 4], [14, 4], [38, 4]]";"20"
"14";"33";"[[1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [7, 1], [15, 1], [16, 1], [3, 2], [16, 2], [27, 2], [29, 2], [29, 2], [7, 3], [7, 4], [27, 4], [6, 6]]";"20"
"38";"18";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [5, 1], [6, 1], [6, 1], [13, 1], [13, 1], [24, 1], [24, 1], [30, 1], [35, 1], [37, 1], [4, 2], [33, 2], [37, 4], [37, 7]]";"20"
"23";"38";"[[4, 1], [6, 1], [7, 1], [7, 1], [7, 1], [7, 1], [7, 1], [7, 1], [7, 1], [21, 1], [4, 2], [27, 2], [4, 3], [9, 3], [21, 4], [9, 6], [7, 7], [8, 7], [14, 7], [22, 16]]";"20"
"17";"17";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [5, 1], [6, 1], [8, 1], [8, 1], [2, 2], [4, 2], [9, 2], [17, 2], [6, 4], [8, 4], [12, 11]]";"20"
"32";"27";"[[1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [6, 1], [8, 1], [10, 1], [11, 1], [15, 1], [22, 1], [2, 2], [14, 2], [14, 2], [16, 2], [8, 4], [14, 4], [22, 9], [25, 16]]";"20"
"29";"24";"[[2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [13, 1], [17, 1], [17, 1], [3, 2], [7, 2], [11, 2], [20, 2], [24, 2], [16, 3], [12, 4], [13, 4], [7, 5], [13, 6], [11, 7], [24, 7]]";"20"
"32";"27";"[[2, 1], [2, 1], [2, 1], [14, 1], [16, 1], [16, 1], [2, 2], [3, 2], [4, 2], [6, 2], [6, 2], [9, 2], [16, 2], [6, 4], [6, 4], [16, 4], [8, 6], [16, 6], [16, 9], [20, 16]]";"20"
"35";"20";"[[1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [6, 1], [9, 1], [9, 1], [12, 1], [13, 1], [20, 1], [25, 1], [4, 2], [7, 2], [20, 2], [34, 6], [32, 10]]";"20"
"12";"33";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [10, 1], [23, 1], [33, 1], [33, 1], [29, 2], [3, 3], [6, 3], [8, 3], [14, 3], [33, 4]]";"20"
"28";"13";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [5, 1], [5, 1], [7, 1], [9, 1], [11, 1], [12, 1], [12, 1], [15, 1], [5, 3], [6, 4], [7, 4], [7, 5], [12, 8], [9, 9]]";"20"
"19";"30";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [5, 1], [10, 1], [22, 1], [7, 2], [8, 3], [20, 3], [6, 5], [11, 7], [22, 7], [10, 8], [10, 8]]";"20"
"25";"37";"[[2, 1], [4, 1], [7, 1], [10, 1], [11, 1], [22, 1], [4, 2], [4, 3], [6, 3], [4, 4], [8, 4], [9, 4], [22, 4], [6, 5], [8, 5], [10, 7], [11, 7], [11, 7], [11, 7], [32, 9]]";"20"
"26";"26";"[[1, 1], [2, 1], [2, 1], [5, 1], [6, 1], [6, 1], [6, 1], [16, 1], [3, 2], [5, 2], [6, 2], [6, 2], [11, 2], [6, 4], [8, 4], [10, 6], [12, 6], [16, 8], [10, 10], [14, 11]]";"20"
"34";"16";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [4, 1], [13, 1], [16, 1], [20, 1], [28, 1], [28, 1], [33, 1], [2, 2], [4, 2], [10, 2], [12, 2], [31, 2], [33, 2], [5, 3], [33, 6]]";"20"
"30";"17";"[[1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [4, 1], [12, 1], [14, 1], [14, 1], [16, 1], [8, 2], [7, 3], [4, 4], [10, 4], [11, 4], [12, 4], [12, 5], [12, 7], [12, 9]]";"20"
"20";"39";"[[1, 1], [4, 1], [5, 1], [5, 1], [7, 1], [9, 1], [11, 1], [16, 1], [16, 1], [16, 1], [16, 1], [16, 1], [29, 1], [7, 2], [9, 3], [39, 3], [15, 4], [16, 4], [21, 5], [22, 11]]";"20"
"17";"24";"[[1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [4, 1], [4, 1], [7, 1], [10, 1], [10, 1], [16, 1], [16, 1], [4, 2], [8, 2], [8, 2], [8, 4], [11, 4], [16, 4], [16, 9]]";"20"
"32";"24";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [7, 1], [15, 1], [16, 1], [4, 2], [7, 2], [14, 4], [16, 4], [16, 5], [14, 12], [20, 16]]";"20"
"29";"15";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [4, 1], [5, 1], [8, 1], [8, 1], [11, 1], [13, 1], [2, 2], [4, 2], [4, 3], [5, 4], [15, 5], [13, 7], [15, 11]]";"20"
"11";"23";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [6, 1], [7, 1], [12, 1], [14, 1], [3, 2], [3, 2], [3, 2], [3, 2], [3, 2], [4, 3], [4, 4], [5, 4], [14, 5], [9, 6]]";"20"
"18";"30";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [15, 1], [16, 1], [4, 2], [30, 2], [4, 4], [4, 4], [4, 4], [16, 4], [16, 5], [16, 14]]";"20"
"21";"17";"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [8, 1], [8, 1], [9, 1], [4, 3], [4, 3], [8, 3], [9, 3], [16, 4], [6, 5], [16, 8]]";"20"
"20";"19";"[[1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [8, 1], [8, 1], [8, 1], [8, 1], [9, 1], [9, 1], [16, 1], [16, 1], [19, 1], [19, 1], [19, 1], [8, 2], [16, 3], [16, 10]]";"20"
"34";"12";"[[1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [6, 1], [8, 1], [8, 1], [8, 1], [9, 1], [9, 1], [5, 2], [4, 4], [5, 4], [13, 4], [8, 5], [25, 8]]";"20"
"39";"14";"[[1, 1], [1, 1], [2, 1], [2, 1], [8, 1], [9, 1], [13, 1], [13, 1], [13, 1], [13, 1], [13, 1], [17, 1], [21, 1], [21, 1], [24, 1], [25, 1], [2, 2], [2, 2], [38, 4], [38, 5]]";"20"
"29";"33";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 1], [6, 1], [6, 1], [13, 1], [16, 1], [16, 1], [8, 2], [13, 11], [16, 11], [17, 13], [20, 16]]";"20"
"13";"12";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [4, 1], [6, 1], [6, 1], [2, 2], [2, 2], [3, 2], [3, 2], [12, 2], [12, 2], [12, 2], [6, 3], [5, 4]]";"20"
"21";"29";"[[1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 1], [16, 1], [4, 2], [4, 2], [4, 2], [4, 2], [7, 2], [7, 2], [16, 2], [3, 3], [22, 4], [5, 5], [6, 5], [14, 5], [22, 12]]";"20"
"17";"31";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [4, 1], [5, 1], [8, 1], [10, 1], [15, 1], [16, 1], [31, 1], [16, 4], [16, 10], [16, 12]]";"20"
"33";"22";"[[1, 1], [7, 1], [8, 1], [8, 1], [9, 1], [9, 1], [13, 1], [5, 2], [8, 2], [13, 2], [20, 2], [20, 2], [4, 3], [12, 3], [8, 4], [14, 5], [13, 6], [8, 8], [13, 8], [13, 11]]";"20"
"33";"30";"[[1, 1], [2, 1], [2, 1], [2, 1], [6, 1], [12, 1], [15, 1], [16, 1], [20, 1], [4, 3], [8, 3], [10, 3], [15, 3], [17, 3], [23, 4], [17, 5], [12, 6], [17, 8], [20, 8], [23, 9]]";"20"
"18";"39";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [5, 1], [7, 1], [8, 1], [8, 1], [11, 1], [16, 1], [16, 1], [17, 1], [20, 1], [38, 1], [34, 2], [14, 8], [26, 14]]";"20"
"24";"40";"[[1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [6, 1], [8, 1], [3, 2], [5, 2], [9, 2], [10, 2], [13, 2], [20, 2], [23, 3], [35, 4], [35, 4], [7, 5], [10, 7], [10, 9], [30, 9]]";"20"
"24";"11";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [11, 1], [3, 2], [4, 2], [4, 2], [4, 3], [5, 4], [11, 7], [11, 8]]";"20"
"10";"19";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [6, 1], [6, 1], [6, 1], [6, 1], [8, 1], [9, 1], [10, 1], [19, 1], [6, 2], [15, 6]]";"20"
"14";"38";"[[1, 1], [1, 1], [1, 1], [5, 1], [6, 1], [12, 1], [12, 1], [15, 1], [15, 1], [4, 2], [4, 2], [7, 2], [8, 2], [12, 2], [15, 2], [20, 2], [6, 4], [28, 4], [38, 4], [6, 6]]";"20"
"10";"35";"[[3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [4, 1], [9, 1], [9, 1], [28, 1], [35, 1], [35, 1], [35, 1], [3, 2], [4, 2], [6, 2], [7, 2], [15, 2], [21, 2], [7, 4], [9, 4]]";"20"
"31";"38";"[[1, 1], [4, 1], [4, 1], [5, 1], [9, 1], [15, 1], [15, 1], [15, 1], [4, 2], [5, 2], [7, 2], [7, 2], [10, 2], [4, 3], [11, 3], [4, 4], [15, 5], [15, 6], [15, 14], [38, 16]]";"20"
"12";"17";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [6, 1], [6, 1], [10, 1], [11, 1], [17, 1], [3, 2], [4, 3], [8, 4], [6, 5], [10, 5]]";"20"
"11";"40";"[[1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 1], [5, 1], [9, 1], [15, 1], [15, 1], [22, 1], [22, 1], [26, 1], [5, 2], [14, 3], [8, 4], [17, 4], [26, 4], [5, 5], [5, 5]]";"20"
"32";"29";"[[1, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [5, 1], [7, 1], [7, 1], [8, 1], [12, 1], [16, 1], [2, 2], [2, 2], [16, 3], [14, 4], [15, 4], [16, 9], [13, 12], [24, 16]]";"20"
"15";"31";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [4, 1], [5, 1], [5, 1], [6, 1], [9, 1], [9, 1], [21, 1], [27, 1], [6, 3], [20, 3], [8, 4], [31, 4], [22, 6]]";"20"
"13";"21";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 1], [3, 1], [6, 1], [6, 1], [6, 1], [6, 1], [10, 1], [3, 2], [6, 2], [10, 3], [21, 3], [6, 5], [13, 6]]";"20"
"17";"37";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [4, 1], [5, 1], [7, 1], [9, 1], [10, 1], [12, 1], [5, 2], [4, 4], [7, 4], [9, 4], [23, 4], [9, 6], [9, 7], [23, 12]]";"20"
"28";"34";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [8, 1], [10, 1], [10, 1], [11, 1], [12, 1], [12, 1], [2, 2], [4, 2], [6, 2], [9, 2], [10, 2], [11, 2], [11, 7], [28, 12], [24, 16]]";"20"
"37";"22";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [4, 1], [6, 1], [10, 1], [10, 1], [13, 1], [18, 1], [23, 1], [36, 1], [16, 2], [36, 18]]";"20"
"12";"39";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 1], [4, 1], [26, 1], [29, 1], [29, 1], [29, 1], [29, 1], [35, 1], [4, 3], [5, 4], [15, 6], [24, 6]]";"20"
"15";"35";"[[1, 1], [1, 1], [2, 1], [5, 1], [9, 1], [9, 1], [9, 1], [22, 1], [22, 1], [35, 1], [35, 1], [5, 2], [5, 2], [17, 2], [4, 3], [6, 4], [9, 4], [19, 4], [22, 5], [9, 7]]";"20"
"21";"23";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [5, 1], [16, 1], [18, 1], [4, 2], [16, 4], [16, 4], [16, 6], [16, 12]]";"20"
"18";"23";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [5, 1], [10, 1], [4, 2], [5, 2], [7, 2], [10, 2], [11, 3], [10, 4], [7, 6], [16, 13]]";"20"
"30";"38";"[[6, 1], [7, 1], [9, 1], [11, 1], [14, 1], [14, 1], [16, 1], [23, 1], [9, 2], [9, 2], [14, 4], [6, 5], [10, 5], [15, 5], [6, 6], [11, 6], [9, 7], [10, 9], [23, 10], [22, 14]]";"20"
"22";"24";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [3, 1], [4, 1], [5, 1], [5, 1], [5, 1], [6, 1], [6, 1], [10, 1], [10, 1], [15, 1], [4, 3], [23, 3], [5, 4], [9, 6], [23, 13]]";"20"
"22";"40";"[[8, 1], [8, 1], [11, 1], [11, 1], [15, 1], [15, 1], [16, 1], [5, 2], [5, 2], [8, 2], [15, 2], [15, 2], [35, 2], [35, 2], [6, 3], [35, 3], [5, 4], [7, 6], [10, 6], [35, 9]]";"20"
"10";"27";"[[1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [6, 1], [7, 1], [8, 1], [18, 1], [18, 1], [12, 2], [18, 2], [9, 4], [23, 4]]";"20"
"26";"33";"[[1, 1], [5, 1], [5, 1], [9, 1], [10, 1], [16, 1], [17, 1], [19, 1], [19, 1], [6, 2], [8, 2], [14, 2], [26, 2], [9, 3], [8, 5], [8, 5], [16, 5], [32, 7], [14, 8], [14, 9]]";"20"
"24";"17";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [5, 1], [7, 1], [8, 1], [4, 2], [7, 2], [8, 2], [10, 2], [9, 8], [17, 14]]";"20"
"25";"25";"[[1, 1], [2, 1], [3, 1], [6, 1], [6, 1], [8, 1], [10, 1], [16, 1], [21, 1], [5, 2], [7, 2], [9, 2], [9, 2], [5, 4], [21, 4], [21, 4], [7, 6], [8, 6], [9, 6], [16, 10]]";"20"
"18";"35";"[[1, 1], [1, 1], [1, 1], [1, 1], [5, 1], [6, 1], [6, 1], [6, 1], [8, 1], [10, 1], [11, 1], [14, 1], [24, 1], [34, 1], [14, 2], [16, 2], [16, 2], [15, 6], [14, 8], [16, 13]]";"20"
"32";"40";"[[2, 1], [2, 1], [4, 1], [8, 1], [8, 1], [8, 1], [10, 1], [14, 1], [16, 1], [38, 1], [2, 2], [16, 2], [24, 3], [24, 3], [38, 3], [12, 6], [12, 9], [24, 10], [16, 12], [22, 12]]";"20"
"18";"31";"[[1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [6, 1], [6, 1], [8, 1], [8, 1], [16, 1], [22, 1], [28, 1], [3, 2], [9, 2], [28, 6], [28, 9]]";"20"
"31";"25";"[[2, 1], [4, 1], [4, 1], [4, 1], [6, 1], [6, 1], [11, 1], [15, 1], [20, 1], [2, 2], [13, 2], [15, 2], [16, 4], [20, 4], [9, 5], [11, 5], [7, 6], [13, 6], [15, 9], [16, 9]]";"20"
"11";"33";"[[1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [5, 1], [5, 1], [9, 1], [10, 1], [33, 1], [33, 1], [2, 2], [4, 2], [10, 3], [33, 4], [15, 5]]";"20"
"27";"26";"[[7, 1], [8, 1], [8, 1], [10, 1], [10, 1], [10, 1], [10, 1], [11, 1], [11, 1], [15, 1], [2, 2], [4, 2], [5, 2], [9, 2], [5, 4], [15, 4], [6, 5], [9, 5], [15, 11], [22, 11]]";"20"
"14";"13";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [7, 1], [9, 3], [6, 4], [9, 4], [9, 6]]";"20"
"11";"21";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [2, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [4, 1], [5, 1], [17, 1], [20, 2], [17, 3], [5, 4], [14, 5]]";"20"
